,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,subj_attention,obj_attention
436,5,55,2,S,P,S,S_S-P,Материал для крыш был бракованным из-за нарушения режима хранения.,"[0.006449413485825062, 0.013016767799854279, 0.003796238452196121, 0.1042373776435852, 0.025376828387379646, 0.06502911448478699, 0.06944078207015991, 0.013351923786103725, 0.06349201500415802, 0.01312783733010292, 0.047528427094221115, 0.013987432233989239]","[0.0038076043128967285, 0.002667709719389677, 0.0015505494084209204, 0.1358891725540161, 0.058015625923871994, 0.11125580966472626, 0.06941106915473938, 0.031468797475099564, 0.019296769052743912, 0.02894732356071472, 0.01717209815979004, 0.007019750773906708]"
437,6,55,2,S,P,P,P_S-P,Материал для крыш были бракованными из-за нарушения режима хранения.,"[0.14246335625648499, 0.006420773454010487, 0.07500209659337997, 0.04162026569247246, 0.010090461000800133, 0.054519303143024445, 0.08508503437042236, 0.006762793753296137, 0.1057063490152359, 0.004232768900692463, 0.04751639813184738, 0.008634841069579124]","[0.009774193167686462, 0.002499835565686226, 0.005033473484218121, 0.16715988516807556, 0.03024677000939846, 0.09619738906621933, 0.02804570272564888, 0.0283180121332407, 0.02177010290324688, 0.03562556579709053, 0.013180024921894073, 0.004436935298144817]"
438,7,55,2,P,S,S,S_P-S,Материалы для крыши был бракованным из-за нарушения режима хранения.,"[0.13066741824150085, 0.009805790148675442, 0.06168292835354805, 0.06870600581169128, 0.02460935153067112, 0.08165032416582108, 0.07641042768955231, 0.01679362915456295, 0.07015903294086456, 0.023511921986937523, 0.06582514196634293, 0.015477842651307583]","[0.006535461638122797, 0.0038884927053004503, 0.009417565539479256, 0.09172872453927994, 0.03554246202111244, 0.03563067317008972, 0.022928157821297646, 0.019202128052711487, 0.018008388578891754, 0.02265593409538269, 0.014237325638532639, 0.0053836083970963955]"
439,8,55,2,P,S,P,P_P-S,Материалы для крыши были бракованными из-за нарушения режима хранения.,"[0.011229977943003178, 0.00340286991558969, 0.0080444710329175, 0.09287738800048828, 0.017184562981128693, 0.06505575776100159, 0.05622563138604164, 0.016658475622534752, 0.06149844080209732, 0.017946043983101845, 0.031158054247498512, 0.01812019757926464]","[0.005461347289383411, 0.0013982047094032168, 0.003468625247478485, 0.09413550794124603, 0.023095227777957916, 0.06054726615548134, 0.027688520029187202, 0.01665029674768448, 0.02297767624258995, 0.022950096055865288, 0.011557799763977528, 0.003421192290261388]"
440,1,56,2,P,P,P,P_P-P,Моторы для лодок были заказаны с учётом пожеланий рыбаков.,"[0.08583832532167435, 0.0009525096975266933, 0.006156370975077152, 7.325014053094492e-07, 0.014176401309669018, 0.00343536795116961, 0.028419390320777893, 0.00016987496928777546, 0.12838874757289886, 1.9353903553565033e-05, 0.03843266889452934, 0.017963038757443428]","[0.04301438108086586, 0.0028679717797785997, 0.013594166375696659, 0.12027525901794434, 0.07166682183742523, 0.1349656730890274, 0.07448263466358185, 0.024190828204154968, 0.10111883282661438, 0.009282016195356846, 0.09870773553848267, 0.0113408537581563]"
441,2,56,2,S,S,S,S_S-S,Мотор для лодки был заказан с учётом пожеланий рыбаков.,"[0.054663896560668945, 0.001169100170955062, 0.01746043935418129, 5.107889592181891e-05, 0.024919839575886726, 0.00028697014204226434, 0.017109593376517296, 0.00011421679664636031, 0.20761342346668243, 7.015231676632538e-05, 0.05068086087703705, 0.025326574221253395]","[0.009277484379708767, 0.0013187748845666647, 0.00468070525676012, 0.11096563935279846, 0.052646152675151825, 0.1319734752178192, 0.09152218699455261, 0.0423346608877182, 0.036159999668598175, 0.014312886632978916, 0.024961836636066437, 0.009398920461535454]"
442,3,56,2,S,S,P,P_S-S,Мотор для лодки были заказаны с учётом пожеланий рыбаков.,"[0.3767572045326233, 0.004370854236185551, 0.2115195393562317, 0.00017319820472039282, 0.02080692909657955, 0.01733977720141411, 0.021236838772892952, 0.0006948806112632155, 0.18533656001091003, 0.0016308948397636414, 0.04307752475142479, 0.016134463250637054]","[0.003149946453049779, 0.00638548145070672, 0.006571661215275526, 0.14901506900787354, 0.08313401788473129, 0.0882231816649437, 0.039758261293172836, 0.021940698847174644, 0.026254767552018166, 0.014722603373229504, 0.022671302780508995, 0.004001100081950426]"
443,4,56,2,S,P,S,S_S-P,Мотор для лодок был заказан с учётом пожеланий рыбаков.,"[0.17550767958164215, 0.0035565446596592665, 0.027414925396442413, 8.150921348715201e-05, 0.02834927849471569, 0.0012179376790300012, 0.028019985184073448, 0.0004514587053563446, 0.2615526020526886, 0.00016414372657891363, 0.06995171308517456, 0.06268087029457092]","[0.011307450011372566, 0.0014230747474357486, 0.022037198767066002, 0.11565259099006653, 0.06706582009792328, 0.13016463816165924, 0.07469161599874496, 0.03809604421257973, 0.03372117877006531, 0.014921254478394985, 0.02761106938123703, 0.0088065629824996]"
444,5,56,2,S,P,P,P_S-P,Мотор для лодок были заказаны с учётом пожеланий рыбаков.,"[0.4028972089290619, 0.0047818925231695175, 0.13421407341957092, 0.00023152903304435313, 0.018357377499341965, 0.023411443457007408, 0.02526400238275528, 0.002023768611252308, 0.22404369711875916, 0.0012337660882622004, 0.04034192115068436, 0.023726414889097214]","[0.002872187877073884, 0.0050057009793818, 0.013056200928986073, 0.16604579985141754, 0.0672714039683342, 0.0934387817978859, 0.0516233928501606, 0.021721595898270607, 0.032813992351293564, 0.01539659220725298, 0.020967060700058937, 0.004856980871409178]"
445,6,56,2,P,S,S,S_P-S,Моторы для лодки был заказан с учётом пожеланий рыбаков.,"[0.43952271342277527, 0.0007154476479627192, 0.2571992874145508, 0.0007291517104022205, 0.024180037900805473, 0.015713481232523918, 0.02597629278898239, 0.001408244832418859, 0.17687803506851196, 0.004691654816269875, 0.10140284150838852, 0.019994547590613365]","[0.0013669101754203439, 0.0026595506351441145, 0.0013676234520971775, 0.13473154604434967, 0.05740896984934807, 0.09074810147285461, 0.03891332447528839, 0.021444587036967278, 0.026716943830251694, 0.010971124283969402, 0.017551051452755928, 0.00447033392265439]"
446,7,56,2,P,S,P,P_P-S,Моторы для лодки были заказаны с учётом пожеланий рыбаков.,"[0.1339409053325653, 0.0008956799283623695, 0.005374804139137268, 6.473504186033097e-07, 0.01184766087681055, 0.008296478539705276, 0.042970865964889526, 0.0004175723879598081, 0.09278148412704468, 9.247347043128684e-05, 0.046153027564287186, 0.021659957244992256]","[0.04487684741616249, 0.0030493121594190598, 0.030314406380057335, 0.1442244052886963, 0.08822885900735855, 0.12429485470056534, 0.07565991580486298, 0.024430587887763977, 0.10974740982055664, 0.007119236048310995, 0.09077602624893188, 0.012158699333667755]"
447,8,56,2,P,P,S,S_P-P,Моторы для лодок был заказан с учётом пожеланий рыбаков.,"[0.385773628950119, 0.0004900168860331178, 0.30406880378723145, 0.0003019772993866354, 0.043860893696546555, 0.02042454667389393, 0.03182143345475197, 0.0006528727244585752, 0.21679319441318512, 0.0029587254393845797, 0.10178986936807632, 0.019795125350356102]","[0.0022215915378183126, 0.0020291830878704786, 0.0005539492121897638, 0.12314260005950928, 0.03812791407108307, 0.09598057717084885, 0.0346197746694088, 0.019505202770233154, 0.010889238677918911, 0.014665544033050537, 0.017559733241796494, 0.0029582909774035215]"
448,1,57,2,S,S,S,S_S-S,Мяч для игры был разработан для детских дошкольных учреждений.,"[0.12208641320466995, 0.0030882449354976416, 0.06146078184247017, 0.0001257700932910666, 0.037007201462984085, 0.031629931181669235, 0.02887094020843506, 0.0014445605920627713, 0.21735544502735138, 0.0003568684624042362, 0.07246861606836319, 0.022259607911109924]","[0.0025832827668637037, 0.0005582711310125887, 0.011516280472278595, 3.381550413905643e-06, 0.07795141637325287, 0.03045623004436493, 0.0014263223856687546, 5.526379027287476e-05, 0.021024057641625404, 1.8426193491904996e-05, 0.008198397234082222, 0.0035298094153404236]"
449,2,57,2,S,S,P,P_S-S,Мяч для игры были разработаны для детских дошкольных учреждений.,"[0.42043429613113403, 0.006282942369580269, 0.19358256459236145, 0.0020272971596568823, 0.024276984855532646, 0.06859235465526581, 0.04674778878688812, 0.0015138068702071905, 0.19602873921394348, 0.00778722669929266, 0.06996046006679535, 0.010024653747677803]","[0.000838243227917701, 0.0002758215123321861, 0.0016098952619358897, 9.12329851416871e-05, 0.06822699308395386, 0.013979288749396801, 0.0012805040460079908, 0.00017365001258440316, 0.040736161172389984, 0.00022638252994511276, 0.006272916216403246, 0.00257863849401474]"
450,3,57,2,S,P,S,S_S-P,Мяч для игр был разработан для детских дошкольных учреждений.,"[0.15164639055728912, 0.0017304265638813376, 0.050129178911447525, 0.00012959180457983166, 0.030012087896466255, 0.04657651111483574, 0.023704558610916138, 0.001249589491635561, 0.22292612493038177, 0.00040347245521843433, 0.07902980595827103, 0.018152857199311256]","[0.006452818866819143, 0.001060096430592239, 0.078828364610672, 1.232785251659152e-07, 0.18673823773860931, 0.05774388834834099, 0.00207355129532516, 5.1989660278195515e-05, 0.03522397205233574, 8.646476635476574e-05, 0.0350867360830307, 0.009707468561828136]"
451,4,57,2,S,P,P,P_S-P,Мяч для игр были разработаны для детских дошкольных учреждений.,"[0.43384450674057007, 0.004849831573665142, 0.19502997398376465, 0.0014388087438419461, 0.02676360122859478, 0.07413560152053833, 0.04984218254685402, 0.0009731596801429987, 0.2069682478904724, 0.007052144501358271, 0.06994017213582993, 0.010385466739535332]","[0.0006229999125935137, 0.0007429480901919305, 0.0012056563282385468, 0.00011005540000041947, 0.10973973572254181, 0.028258252888917923, 0.002628128509968519, 0.002570721786469221, 0.07480621337890625, 0.0003610810963436961, 0.017252031713724136, 0.006914782803505659]"
452,5,57,2,P,S,S,S_P-S,Мячи для игры был разработан для детских дошкольных учреждений.,"[0.42229142785072327, 0.002029772149398923, 0.31938812136650085, 0.0011767339892685413, 0.06999475508928299, 0.08142257481813431, 0.01762530580163002, 0.0006112144328653812, 0.15782047808170319, 0.006901910994201899, 0.11885935068130493, 0.015910262241959572]","[0.0011049266904592514, 0.0006146323285065591, 0.00036650922265835106, 7.856292359065264e-05, 0.06126153841614723, 0.01626581698656082, 0.0006197429611347616, 3.8412093999795616e-05, 0.013623117469251156, 0.00024056073743849993, 0.00809685792773962, 0.002554144011810422]"
453,6,57,2,P,S,P,P_P-S,Мячи для игры были разработаны для детских дошкольных учреждений.,"[0.09072335064411163, 0.0018307784339413047, 0.0137333944439888, 4.413143869896885e-06, 0.015702877193689346, 0.016674911603331566, 0.051909320056438446, 0.0001070034340955317, 0.19985897839069366, 0.00040673904004506767, 0.03470003977417946, 0.013044998049736023]","[0.0032827965915203094, 7.50284525565803e-05, 0.0045383465476334095, 7.502701748762775e-08, 0.06708904355764389, 0.026588162407279015, 0.0013182265684008598, 1.739251456456259e-05, 0.03236468508839607, 3.960439789807424e-05, 0.003451363183557987, 0.0025805116165429354]"
454,7,57,2,P,P,S,S_P-P,Мячи для игр был разработан для детских дошкольных учреждений.,"[0.4114818572998047, 0.0016764499014243484, 0.31381043791770935, 0.0010235831141471863, 0.08759947866201401, 0.07808807492256165, 0.01865818351507187, 0.0005371050210669637, 0.16654817759990692, 0.005890606436878443, 0.12122675031423569, 0.014237451367080212]","[0.00043334634392522275, 0.00035584240686148405, 0.0008696064469404519, 5.6517732446081936e-05, 0.08164224773645401, 0.016449391841888428, 0.0005819147336296737, 1.3683526958629955e-05, 0.014592031948268414, 0.00036602839827537537, 0.026334291324019432, 0.0055150180123746395]"
455,8,57,2,P,P,P,P_P-P,Мячи для игр были разработаны для детских дошкольных учреждений.,"[0.09940051287412643, 0.0020373505540192127, 0.011437997221946716, 5.58040437681484e-06, 0.020305443555116653, 0.015285703353583813, 0.04948968067765236, 9.381521522300318e-05, 0.21425458788871765, 0.0003252754104323685, 0.032042305916547775, 0.012220339849591255]","[0.0008525848970748484, 5.037290247855708e-05, 0.001860763761214912, 5.4594110565631127e-08, 0.09202547371387482, 0.02125263772904873, 0.0024530449882149696, 1.4236788047128357e-05, 0.05048567056655884, 8.541125862393528e-05, 0.008680922910571098, 0.005774931516498327]"
456,1,58,2,S,S,P,P_S-S,Перелом из-за падения были тяжелыми из-за преклонного возраста альпиниста.,"[0.3861696422100067, 0.0032512613106518984, 0.08150365948677063, 0.014788510277867317, 0.009952562861144543, 0.08869194984436035, 0.16715604066848755, 0.024207398295402527, 0.15068887174129486, 0.02836695685982704, 0.07351581007242203, 0.007369735278189182]","[0.00033389500458724797, 6.9301990151871e-05, 0.0017306606750935316, 0.00028668734012171626, 0.042670659720897675, 0.015909578651189804, 0.006734244525432587, 0.0005381410592235625, 0.026225116103887558, 0.0021651554852724075, 0.013230216689407825, 0.0017755705630406737]"
457,2,58,2,S,P,S,S_S-P,Перелом из-за падений был тяжелым из-за преклонного возраста альпиниста.,"[0.05238485336303711, 0.002941115526482463, 0.002298610983416438, 0.002799245063215494, 0.017105020582675934, 0.1258803904056549, 0.2066752314567566, 0.006060116458684206, 0.1377759873867035, 0.01813359372317791, 0.08925286680459976, 0.017823807895183563]","[0.22583556175231934, 0.0029932358302176, 0.0204782672226429, 0.001937753870151937, 0.07725182175636292, 0.02267894521355629, 0.053420424461364746, 0.002367260865867138, 0.0740165188908577, 0.0038208484183996916, 0.034190066158771515, 0.0058771041221916676]"
458,3,58,2,S,P,P,P_S-P,Перелом из-за падений были тяжелыми из-за преклонного возраста альпиниста.,"[0.4180595874786377, 0.005994404666125774, 0.030031263828277588, 0.01581064984202385, 0.007618528790771961, 0.0833333283662796, 0.15749329328536987, 0.0173012875020504, 0.11892684549093246, 0.03736473247408867, 0.06271660327911377, 0.007887857034802437]","[0.003427522722631693, 0.0013119259383529425, 0.001377049251459539, 0.0018340535461902618, 0.05777743458747864, 0.02065723016858101, 0.04869591444730759, 0.02311703749001026, 0.08769072592258453, 0.007142501883208752, 0.02213536761701107, 0.004042964428663254]"
459,4,58,2,P,S,S,S_P-S,Переломы из-за падения был тяжелым из-за преклонного возраста альпиниста.,"[0.24756459891796112, 0.0019077025353908539, 0.08902708441019058, 0.0101088872179389, 0.014327767305076122, 0.08285730332136154, 0.15849323570728302, 0.013007134199142456, 0.10142528265714645, 0.021366214379668236, 0.0803084596991539, 0.011474494822323322]","[0.0007279013516381383, 0.0006682039820589125, 0.0017225589836016297, 0.000546554452739656, 0.059434399008750916, 0.0213419608771801, 0.026225123554468155, 0.003708523465320468, 0.047529514878988266, 0.005172961391508579, 0.0195583738386631, 0.0024981675669550896]"
460,5,58,2,P,S,P,P_P-S,Переломы из-за падения были тяжелыми из-за преклонного возраста альпиниста.,"[0.029206370934844017, 0.0005687724333256483, 0.0008447793661616743, 0.0021238834597170353, 0.010045795701444149, 0.04368840530514717, 0.1369728296995163, 0.02807730622589588, 0.11092803627252579, 0.005034377798438072, 0.04064245894551277, 0.007766726426780224]","[0.0008661048486828804, 3.263926919316873e-05, 0.0007094600005075336, 0.00031550758285447955, 0.03452194482088089, 0.04532706364989281, 0.007559073157608509, 0.00021958144498057663, 0.04559537395834923, 0.0009489680523984134, 0.012093738652765751, 0.002553093247115612]"
461,6,58,2,P,P,S,S_P-P,Переломы из-за падений был тяжелым из-за преклонного возраста альпиниста.,"[0.23727159202098846, 0.0018139705061912537, 0.061072301119565964, 0.00378779205493629, 0.015090794302523136, 0.0862550139427185, 0.1272260546684265, 0.01205877959728241, 0.10987872630357742, 0.025012021884322166, 0.07642372697591782, 0.009715857915580273]","[0.003593418514356017, 0.0009394603548571467, 0.013747356832027435, 0.0004964875406585634, 0.0560748465359211, 0.025304682552814484, 0.012113609351217747, 0.0010211485205218196, 0.03490465506911278, 0.004324095323681831, 0.019933853298425674, 0.0026263073086738586]"
462,7,58,2,P,P,P,P_P-P,Переломы из-за падений были тяжелыми из-за преклонного возраста альпиниста.,"[0.031673863530159, 0.0005769055569544435, 0.0005611049127765, 0.0026866570115089417, 0.010708438232541084, 0.042871665209531784, 0.1274266391992569, 0.014615952968597412, 0.10443485528230667, 0.007346211466938257, 0.04249177873134613, 0.005768953822553158]","[0.0011196802370250225, 8.349851850653067e-05, 0.0004333794058766216, 0.0005620148731395602, 0.03857346251606941, 0.040397413074970245, 0.018532628193497658, 0.0006673735333606601, 0.0619414746761322, 0.0011623176978901029, 0.011891527101397514, 0.0028351936489343643]"
463,8,58,2,S,S,S,S_S-S,Перелом из-за падения был тяжелым из-за преклонного возраста альпиниста.,"[0.09628671407699585, 0.002034861361607909, 0.0029176934622228146, 0.00204700930044055, 0.021218406036496162, 0.11498892307281494, 0.19499467313289642, 0.0058204117231070995, 0.13862016797065735, 0.010855077765882015, 0.09878728538751602, 0.014575639739632607]","[0.001253647031262517, 0.00024216095334850252, 0.000782456248998642, 9.579185280017555e-05, 0.031759172677993774, 0.008831318467855453, 0.01537381298840046, 0.0003506602079141885, 0.034468311816453934, 0.0007827358203940094, 0.014404311776161194, 0.002823209622874856]"
464,1,59,2,S,P,S,S_S-P,Пристань для яхт была мокрой из-за высоких штормовых волн.,"[0.02860073931515217, 0.0007255849195644259, 0.002133846515789628, 0.00023454490292351693, 0.016726603731513023, 0.017529884353280067, 0.029987871646881104, 0.00022855302086099982, 0.10722451657056808, 0.0008856055792421103, 0.02843916416168213, 0.016940057277679443]","[0.012871483340859413, 0.003119261469691992, 0.0034858689177781343, 0.058205120265483856, 0.04500206932425499, 0.023260535672307014, 0.03292914479970932, 0.029876137152314186, 0.03674670681357384, 0.03536026552319527, 0.01892399787902832, 0.005211228039115667]"
465,2,59,2,S,P,P,P_S-P,Пристань для яхт были мокрыми из-за высоких штормовых волн.,"[0.2518596947193146, 0.001917936489917338, 0.05906440317630768, 0.0028650241438299417, 0.013981124386191368, 0.03189843147993088, 0.09668093174695969, 0.0007197662489488721, 0.10806313157081604, 0.008307650685310364, 0.051271405071020126, 0.011691959574818611]","[0.003089754842221737, 0.005666117649525404, 0.005222684238106012, 0.06677994877099991, 0.027936110273003578, 0.02361931838095188, 0.0226962361484766, 0.023062527179718018, 0.01836184412240982, 0.03444014489650726, 0.011417733505368233, 0.0031741405837237835]"
466,3,59,2,P,S,S,S_P-S,Пристани для яхты была мокрой из-за высоких штормовых волн.,"[0.24908146262168884, 0.003518502926453948, 0.013644975610077381, 0.0024096493143588305, 0.014017575420439243, 0.043256863951683044, 0.057233210653066635, 0.005596450064331293, 0.10831549763679504, 0.0074388119392097, 0.053725991398096085, 0.022493021562695503]","[0.003548366716131568, 0.004633017349988222, 0.007276973687112331, 0.06132792308926582, 0.06776690483093262, 0.028508326038718224, 0.018658552318811417, 0.03425411880016327, 0.03504421189427376, 0.029103480279445648, 0.01887223869562149, 0.005246714223176241]"
467,4,59,2,P,S,P,P_P-S,Пристани для яхты были мокрыми из-за высоких штормовых волн.,"[0.0902315303683281, 0.00100012868642807, 0.012396374717354774, 0.0009293823386542499, 0.006707667373120785, 0.04375474527478218, 0.09667313098907471, 0.002792865037918091, 0.09201033413410187, 0.003596054157242179, 0.0460536815226078, 0.01952200010418892]","[0.11865141242742538, 0.0032945116981863976, 0.027813641354441643, 0.07778617739677429, 0.0567731112241745, 0.04187711700797081, 0.04002181068062782, 0.024415308609604836, 0.08254639804363251, 0.03010081872344017, 0.028838464990258217, 0.008417647331953049]"
468,5,59,2,P,P,S,S_P-P,Пристани для яхт была мокрой из-за высоких штормовых волн.,"[0.24391290545463562, 0.003480789717286825, 0.03692469745874405, 0.0024141797330230474, 0.023665986955165863, 0.04255637153983116, 0.04377155378460884, 0.0062268623150885105, 0.12737226486206055, 0.0057810889557003975, 0.04186047613620758, 0.028230035677552223]","[0.002852599835023284, 0.004477806389331818, 0.004971963819116354, 0.05129234865307808, 0.04005914926528931, 0.016317268833518028, 0.021402735263109207, 0.03274523839354515, 0.019047824665904045, 0.033493008464574814, 0.014535482972860336, 0.0026743896305561066]"
469,6,59,2,P,P,P,P_P-P,Пристани для яхт были мокрыми из-за высоких штормовых волн.,"[0.07078070938587189, 0.0006623152876272798, 0.012433722615242004, 0.0005641650641337037, 0.011563832871615887, 0.017278848215937614, 0.054959479719400406, 0.0018323792610317469, 0.11043266206979752, 0.001376893138512969, 0.025652986019849777, 0.01962689496576786]","[0.013248443603515625, 0.0028189541772007942, 0.005320244003087282, 0.055516865104436874, 0.030975719913840294, 0.028106896206736565, 0.05245283618569374, 0.024656707420945168, 0.060965560376644135, 0.03528151661157608, 0.023651618510484695, 0.00471107754856348]"
470,7,59,2,S,S,S,S_S-S,Пристань для яхты была мокрой из-за высоких штормовых волн.,"[0.07989544421434402, 0.0010255217785015702, 0.0034182348754256964, 0.00032768238452263176, 0.01460334099829197, 0.028202831745147705, 0.062169600278139114, 0.00032703482429496944, 0.10116768628358841, 0.0019312328658998013, 0.05151387304067612, 0.018122388049960136]","[0.013366096653044224, 0.0034485654905438423, 0.005047878250479698, 0.06662414222955704, 0.06436362117528915, 0.03427262604236603, 0.027138726785779, 0.029189582914114, 0.04671137407422066, 0.03195580095052719, 0.022916316986083984, 0.007204861380159855]"
471,8,59,2,S,S,P,P_S-S,Пристань для яхты были мокрыми из-за высоких штормовых волн.,"[0.1595054417848587, 0.0024722034577280283, 0.04663906618952751, 0.0024647775571793318, 0.010308573953807354, 0.03264159336686134, 0.09774865210056305, 0.0012395222438499331, 0.07592394948005676, 0.006909014191478491, 0.05415160208940506, 0.008557790890336037]","[0.004966340493410826, 0.0059171924367547035, 0.005927877966314554, 0.07481643557548523, 0.04670848324894905, 0.03863309323787689, 0.023138565942645073, 0.023854846134781837, 0.059349048882722855, 0.03031032718718052, 0.017184220254421234, 0.006956323049962521]"
472,1,60,2,S,P,P,P_S-P,Пропуск из-за травм были согласованы с главным врачом команды.,"[0.2838292419910431, 0.0013790491502732038, 0.12158237397670746, 0.004596489015966654, 0.007000120356678963, 0.05047013610601425, 0.09040232002735138, 0.020832842215895653, 0.1463240385055542, 0.007112687453627586, 0.07044503092765808, 0.008112301118671894]","[0.0012077484279870987, 0.0014283440541476011, 0.0005809107678942382, 0.0003312964690849185, 0.20692309737205505, 0.0201290063560009, 0.01403484120965004, 0.013019579462707043, 0.10386621206998825, 0.0001238151453435421, 0.014344173483550549, 0.008478689007461071]"
473,2,60,2,P,S,S,S_P-S,Пропуски из-за травмы был согласован с главным врачом команды.,"[0.2993339002132416, 0.00468752346932888, 0.0362774133682251, 0.0047772773541510105, 0.012776660732924938, 0.09507442265748978, 0.06504300236701965, 0.009265217930078506, 0.09675782173871994, 0.023069316521286964, 0.07341203093528748, 0.00810887198895216]","[0.00026673433603718877, 0.006280000787228346, 0.00046532400301657617, 0.00019871404219884425, 0.07830136269330978, 0.04408496245741844, 0.007030255626887083, 0.0013397600268945098, 0.05525130033493042, 0.0001669482298893854, 0.016856802627444267, 0.0029834189917892218]"
474,3,60,2,P,S,P,P_P-S,Пропуски из-за травмы были согласованы с главным врачом команды.,"[0.06403311342000961, 0.0007488774135708809, 0.0032799176406115294, 1.68087881320389e-05, 0.0013852297561243176, 0.06446052342653275, 0.17649732530117035, 0.01707371138036251, 0.08737706393003464, 0.012278112582862377, 0.06526990979909897, 0.011497468687593937]","[0.08135346323251724, 8.415456250077114e-05, 0.02119426429271698, 9.504315130470786e-06, 0.11707114428281784, 0.11982141435146332, 0.017206890508532524, 0.0009786436567083001, 0.12980350852012634, 4.478449045564048e-05, 0.018522821366786957, 0.0007272368529811502]"
475,4,60,2,P,P,S,S_P-P,Пропуски из-за травм был согласован с главным врачом команды.,"[0.2956160604953766, 0.00330571411177516, 0.050420328974723816, 0.0043909261003136635, 0.013026219792664051, 0.09531848877668381, 0.055049650371074677, 0.007370773237198591, 0.10615558922290802, 0.017708001658320427, 0.07820605486631393, 0.007654453162103891]","[0.000151933214510791, 0.002135355956852436, 0.042541805654764175, 0.00015198545588646084, 0.19154250621795654, 0.030212586745619774, 0.0034159962087869644, 0.0005616760463453829, 0.05463574454188347, 0.00013896996097173542, 0.018895206972956657, 0.004667991306632757]"
476,5,60,2,P,P,P,P_P-P,Пропуски из-за травм были согласованы с главным врачом команды.,"[0.05125947669148445, 0.00045556118129752576, 0.002374711912125349, 2.3139460608945228e-05, 0.0017132960492745042, 0.06960270553827286, 0.14052367210388184, 0.00937595870345831, 0.08828619122505188, 0.004792081657797098, 0.06706949323415756, 0.010409395210444927]","[0.0041365292854607105, 6.52227463433519e-05, 0.008539671078324318, 3.4801817037077853e-06, 0.23742030560970306, 0.12232156097888947, 0.02951190434396267, 0.0005490564508363605, 0.28008735179901123, 1.7187363482662477e-05, 0.008399258367717266, 0.001954620471224189]"
477,6,60,2,S,S,S,S_S-S,Пропуск из-за травмы был согласован с главным врачом команды.,"[0.1081671491265297, 0.0009506868664175272, 0.008773974142968655, 3.459525032667443e-06, 0.0079660564661026, 0.07983607053756714, 0.18503820896148682, 0.0025725355371832848, 0.13750915229320526, 0.0020096267107874155, 0.18569834530353546, 0.00841014739125967]","[0.005285249557346106, 0.0033376552164554596, 0.0031430600211024284, 7.988905537104074e-08, 0.10948958247900009, 0.03891268000006676, 0.015883760526776314, 0.0006261582602746785, 0.056095484644174576, 2.0328858227003366e-05, 0.01784895919263363, 0.0023517832159996033]"
478,7,60,2,S,S,P,P_S-S,Пропуск из-за травмы были согласованы с главным врачом команды.,"[0.25771763920783997, 0.0009721281239762902, 0.10964000970125198, 0.004749432671815157, 0.006780663039535284, 0.05581913888454437, 0.0903458222746849, 0.022065861150622368, 0.1442352831363678, 0.00802202895283699, 0.07296383380889893, 0.009240925312042236]","[0.001990627497434616, 7.613965135533363e-05, 0.019023286178708076, 0.0002873028570320457, 0.10017803311347961, 0.019595813006162643, 0.009879465214908123, 0.001800095196813345, 0.03617684915661812, 0.0006915059057064354, 0.020082443952560425, 0.0019242388661950827]"
479,8,60,2,S,P,S,S_S-P,Пропуск из-за травм был согласован с главным врачом команды.,"[0.10502808541059494, 0.0009244701941497624, 0.0036977443378418684, 7.5500233833736274e-06, 0.0022564493119716644, 0.08258375525474548, 0.13588838279247284, 0.002559111686423421, 0.1447693556547165, 0.0015067249769344926, 0.16671550273895264, 0.013016308657824993]","[0.020279355347156525, 0.005244510248303413, 0.25462594628334045, 8.30822060038372e-08, 0.3026678264141083, 0.031145615503191948, 0.009384922683238983, 0.00020691868849098682, 0.1346500664949417, 2.2497335521620698e-05, 0.020602712407708168, 0.007402865681797266]"
480,1,61,2,P,S,S,S_P-S,Рассказы об аварии был приукрашен для усиления эмоционального напряжения.,"[0.2810855507850647, 0.0016579920193180442, 0.11701415479183197, 0.004020997788757086, 0.01917615719139576, 0.04163657873868942, 0.0467047318816185, 0.004312530159950256, 0.08721255511045456, 0.0047127678990364075, 0.030840344727039337, 0.00947630126029253]","[0.0013798248255625367, 0.002739771269261837, 0.001341132097877562, 0.0002957869437523186, 0.041678935289382935, 0.09012366086244583, 0.005560815334320068, 0.0005107648321427405, 0.025654548779129982, 0.00015728674770798534, 0.008775698021054268, 0.0029699597507715225]"
481,2,61,2,P,S,P,P_P-S,Рассказы об аварии были приукрашены для усиления эмоционального напряжения.,"[0.0111843878403306, 2.1901423679082654e-05, 0.0006739709060639143, 3.541983460308984e-06, 0.006534476298838854, 0.03283148258924484, 0.04958699271082878, 0.0002862689725589007, 0.07827290147542953, 7.664458826184273e-05, 0.006621280685067177, 0.002400236437097192]","[0.06440552324056625, 4.6529228711733595e-05, 0.012225271202623844, 2.8101734642405063e-05, 0.03495818004012108, 0.06598582118749619, 0.005291201174259186, 0.00015219382476061583, 0.06055881083011627, 4.245925083523616e-05, 0.004725039936602116, 0.001204881351441145]"
