,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,subj_attention,obj_attention
390,7,49,2,P,P,S,S_P-P,Кондиционеры для помещений был неисправен из-за ошибки заводских сборщиков.,"[0.0006254845065996051, 0.0022674284409731627, 0.016643838956952095, 0.001650230842642486, 0.010594489052891731, 0.0030939849093556404, 0.000786402786616236, 0.0020350306294858456, 0.0006495417328551412, 0.003252339083701372, 0.0025324849411845207, 0.005319660529494286]","[0.0007433201535604894, 0.001987868919968605, 0.002628965536132455, 0.003639812581241131, 0.002839371794834733, 0.0029915624763816595, 0.0005458678933791816, 0.000515953463036567, 0.001990747870877385, 0.004204394295811653, 0.0007537613273598254, 0.0007999219815246761]"
391,8,49,2,P,P,P,P_P-P,Кондиционеры для помещений были неисправны из-за ошибки заводских сборщиков.,"[0.00018503454339224845, 0.002085230778902769, 0.003117802320048213, 0.002255913568660617, 0.002386542269960046, 0.0009158441098406911, 6.477630813606083e-05, 0.0012386986054480076, 0.0010599233210086823, 0.0006086634239181876, 0.0013304342282935977, 0.0010316924890503287]","[0.00025478340103290975, 0.00353404157795012, 0.000602586253080517, 0.004042360931634903, 0.0010571061866357923, 0.0010040119523182511, 0.00011793046724051237, 0.00022961221111472696, 0.0031464193016290665, 0.001021294272504747, 0.0005647859652526677, 0.0010314552346244454]"
392,1,50,2,S,S,P,P_S-S,Коробка для краски были картонными из-за экологических убеждений производителя.,"[0.0009513467666693032, 0.0017224287148565054, 0.001011574175208807, 0.011594077572226524, 0.00510953925549984, 0.003779816906899214, 0.0002830720623023808, 0.0013094139285385609, 0.0016063222428783774, 0.0011831356678158045, 0.0020728514064103365, 0.003328139428049326]","[0.0004082014493178576, 0.002216706983745098, 0.0010574733605608344, 0.009226398542523384, 0.004046991467475891, 0.0064077493734657764, 0.0015622102655470371, 0.0019394232658669353, 0.0008405880653299391, 0.0010433722054585814, 0.0014345744857564569, 0.003290470689535141]"
393,2,50,2,S,P,S,S_S-P,Коробка для красок была картонной из-за экологических убеждений производителя.,"[0.0012024312745779753, 0.0015167919918894768, 0.0006768893799744546, 0.010150162503123283, 0.005100663285702467, 0.002686705207452178, 0.0005013216286897659, 0.0010808587539941072, 0.0018664244562387466, 0.0021504005417227745, 0.002509345533326268, 0.0055733900517225266]","[0.0005227577057667077, 0.002248718636110425, 0.0013973291497677565, 0.020762283354997635, 0.004036676604300737, 0.004532285034656525, 0.0010818390874192119, 0.0012512884568423033, 0.001091775600798428, 0.0006327395676635206, 0.002430735621601343, 0.0036822943948209286]"
394,3,50,2,S,P,P,P_S-P,Коробка для красок были картонными из-за экологических убеждений производителя.,"[0.0010760908480733633, 0.0015630184207111597, 0.0014162077568471432, 0.011555242352187634, 0.0050649032928049564, 0.004591159522533417, 0.0003296378126833588, 0.0012935239356011152, 0.0017117043025791645, 0.0014618244022130966, 0.0017860085936263204, 0.0034772916696965694]","[0.0008250357350334525, 0.002970170695334673, 0.0016537769697606564, 0.019462071359157562, 0.0055551715195178986, 0.00953643023967743, 0.002579253166913986, 0.002301017288118601, 0.0014707938535138965, 0.001231324509717524, 0.0031406786292791367, 0.003704761154949665]"
395,4,50,2,P,S,S,S_P-S,Коробки для краски была картонной из-за экологических убеждений производителя.,"[0.001168281421996653, 0.0009770250180736184, 0.0007889828411862254, 0.007733976002782583, 0.008634851314127445, 0.0026317359879612923, 0.0007418481400236487, 0.0010556267807260156, 0.0005269958055578172, 0.0020796742755919695, 0.0021070167422294617, 0.004545195028185844]","[0.0003980277688242495, 0.0015779216773808002, 0.0010742400772869587, 0.015425094403326511, 0.003632478415966034, 0.003657921217381954, 0.0013174364576116204, 0.001812685513868928, 0.0006635920144617558, 0.0009118003072217107, 0.0012087649665772915, 0.0036202874034643173]"
396,5,50,2,P,S,P,P_P-S,Коробки для краски были картонными из-за экологических убеждений производителя.,"[0.0009577798191457987, 0.001722064334899187, 0.0006670962320640683, 0.01587921939790249, 0.005202675238251686, 0.003059186041355133, 0.00028540808125399053, 0.0009715620544739068, 0.0016400739550590515, 0.0013985901605337858, 0.001980359433218837, 0.005326057784259319]","[0.00041036782204173505, 0.002373113064095378, 0.0008656243444420397, 0.011774739250540733, 0.0038046743720769882, 0.0034547820687294006, 0.0010709938360378146, 0.0018381390254944563, 0.000938338867854327, 0.0007800241000950336, 0.00176321342587471, 0.005358110181987286]"
397,6,50,2,P,P,S,S_P-P,Коробки для красок была картонной из-за экологических убеждений производителя.,"[0.0012351288460195065, 0.0011408234713599086, 0.0008675442077219486, 0.00782034918665886, 0.007754156831651926, 0.0026896886993199587, 0.0008324271766468883, 0.0011152473744004965, 0.0006641694344580173, 0.0021714121103286743, 0.002363927662372589, 0.005088794976472855]","[0.0007251263596117496, 0.0021286108531057835, 0.0016081664944067597, 0.025993868708610535, 0.004788827151060104, 0.0054420242086052895, 0.0018771423492580652, 0.001707369345240295, 0.001013970817439258, 0.0010148539440706372, 0.002284491900354624, 0.0033509591594338417]"
398,7,50,2,P,P,P,P_P-P,Коробки для красок были картонными из-за экологических убеждений производителя.,"[0.0008720263140276074, 0.002074295189231634, 0.000691074994392693, 0.01526259258389473, 0.004145565442740917, 0.0030092913657426834, 0.0002665524370968342, 0.0007577217766083777, 0.0019468879327178001, 0.0012998691527172923, 0.0020958890672773123, 0.006125720217823982]","[0.0006517302826978266, 0.003050961997359991, 0.000938987999688834, 0.020595034584403038, 0.00442979671061039, 0.004360315389931202, 0.0013013406423851848, 0.001497143879532814, 0.0017830621218308806, 0.0006427105981856585, 0.0037680233363062143, 0.005832649767398834]"
399,8,50,2,S,S,S,S_S-S,Коробка для краски была картонной из-за экологических убеждений производителя.,"[0.00100910069886595, 0.001376682659611106, 0.00053454062435776, 0.009629321284592152, 0.004982230719178915, 0.0023443815298378468, 0.00037737382808700204, 0.001099149463698268, 0.0013885070802643895, 0.0016280377749353647, 0.002440632786601782, 0.004886617884039879]","[0.0003282116667833179, 0.0017894526245072484, 0.0008952714269980788, 0.013303247280418873, 0.0029651233926415443, 0.0034547708928585052, 0.0008006624993868172, 0.0015617725439369678, 0.0006713963812217116, 0.0005676972796209157, 0.001216886448673904, 0.004216558299958706]"
400,1,51,2,S,P,S,S_S-P,Лекарство от болезней было доступным для отдельных категорий граждан.,"[0.000902769505046308, 0.022650837898254395, 0.039845842868089676, 0.029673973098397255, 0.007698220666497946, 0.00518487673252821, 0.00021677107724826783, 0.014627944678068161, 0.006413421127945185, 0.0012088289950042963, 0.018274586647748947, 0.024470046162605286]","[0.001462294370867312, 0.02306584268808365, 0.005473212338984013, 0.013697711750864983, 0.0032777730375528336, 0.008655655197799206, 0.0004366230859886855, 0.0012128206435590982, 0.025392474606633186, 0.0012905299663543701, 0.007254907861351967, 0.031123701483011246]"
401,2,51,2,S,P,P,P_S-P,Лекарство от болезней были доступными для отдельных категорий граждан.,"[0.00836583599448204, 0.010706096887588501, 0.08949126303195953, 0.01571650430560112, 0.03125469759106636, 0.026549741625785828, 0.00661414535716176, 0.019174819812178612, 0.004944674205034971, 0.015538669191300869, 0.009923758916556835, 0.016574468463659286]","[0.007112294901162386, 0.03895101696252823, 0.010547792539000511, 0.021298173815011978, 0.009881417267024517, 0.02727081999182701, 0.006670193746685982, 0.006864727474749088, 0.027731187641620636, 0.020521214231848717, 0.017812952399253845, 0.05378524214029312]"
402,3,51,2,P,S,S,S_P-S,Лекарства от болезни было доступным для отдельных категорий граждан.,"[0.0009509447263553739, 0.006225728429853916, 0.03226781636476517, 0.013563478365540504, 0.014622694812715054, 0.008661597035825253, 0.00031336862593889236, 0.012133507058024406, 0.003239452140405774, 0.0009021496516652405, 0.013122234493494034, 0.016639873385429382]","[0.0023149517364799976, 0.012455111369490623, 0.011203018948435783, 0.007240110542625189, 0.0020832926966249943, 0.011026372201740742, 0.0008870777674019337, 0.0017841352382674813, 0.007783896289765835, 0.005160139407962561, 0.004352743737399578, 0.014028448611497879]"
403,4,51,2,P,S,P,P_P-S,Лекарства от болезни были доступными для отдельных категорий граждан.,"[0.0036345215048640966, 0.016342829912900925, 0.03008955903351307, 0.03508976101875305, 0.01910237967967987, 0.009086298756301403, 0.0014446681598201394, 0.014030378311872482, 0.012758137658238411, 0.006361636333167553, 0.033480193465948105, 0.03378570079803467]","[0.0037271755281835794, 0.010414192453026772, 0.025742463767528534, 0.010118016041815281, 0.004581450950354338, 0.010346679016947746, 0.0037696748040616512, 0.006487988401204348, 0.007509671151638031, 0.020561642944812775, 0.007907381281256676, 0.02441268227994442]"
404,5,51,2,P,P,S,S_P-P,Лекарства от болезней было доступным для отдельных категорий граждан.,"[0.001323360949754715, 0.012347567826509476, 0.04303203523159027, 0.02314964309334755, 0.0139798978343606, 0.007588599808514118, 0.0006869945209473372, 0.014653943479061127, 0.005224006250500679, 0.0017532460624352098, 0.02239144593477249, 0.025364957749843597]","[0.0021994987037032843, 0.014819017611443996, 0.006719525903463364, 0.010764706879854202, 0.006790047511458397, 0.012993491254746914, 0.0009802619460970163, 0.0018053472740575671, 0.018737029284238815, 0.003304460784420371, 0.006071563810110092, 0.025245483964681625]"
405,6,51,2,P,P,P,P_P-P,Лекарства от болезней были доступными для отдельных категорий граждан.,"[0.002576444996520877, 0.017981361597776413, 0.03131326287984848, 0.032482460141181946, 0.014670789241790771, 0.006831346545368433, 0.0016308245249092579, 0.01290946640074253, 0.013591993600130081, 0.005829813424497843, 0.03423330560326576, 0.03363054245710373]","[0.0022813710384070873, 0.015315081924200058, 0.008082469925284386, 0.012739187106490135, 0.007378300651907921, 0.008937014266848564, 0.0021748009603470564, 0.004411596339195967, 0.014738569036126137, 0.007842779159545898, 0.01035247091203928, 0.0343252457678318]"
406,7,51,2,S,S,S,S_S-S,Лекарство от болезни было доступным для отдельных категорий граждан.,"[0.0010242057032883167, 0.013847695663571358, 0.026253867894411087, 0.021663174033164978, 0.009234117344021797, 0.006814095191657543, 0.00016604583652224392, 0.012702994048595428, 0.003997992258518934, 0.0009180058259516954, 0.010137511417269707, 0.01811782456934452]","[0.0019029134418815374, 0.014201512560248375, 0.011368649080395699, 0.00787573866546154, 0.0012916172854602337, 0.00804787315428257, 0.0006297575309872627, 0.0017824238166213036, 0.009603780694305897, 0.0034663500264286995, 0.0045861005783081055, 0.01591462641954422]"
407,8,51,2,S,S,P,P_S-S,Лекарство от болезни были доступными для отдельных категорий граждан.,"[0.012603969313204288, 0.010947167873382568, 0.08598338067531586, 0.021869869902729988, 0.03255534917116165, 0.04219478741288185, 0.004934012424200773, 0.019800996407866478, 0.0042612599208951, 0.013722805306315422, 0.01020804513245821, 0.01667676866054535]","[0.012629409320652485, 0.03164331987500191, 0.03160092234611511, 0.016285771504044533, 0.006051108241081238, 0.02976757474243641, 0.010212158784270287, 0.00938644539564848, 0.019788261502981186, 0.03781094774603844, 0.011079296469688416, 0.03273200988769531]"
408,1,52,2,S,P,P,P_S-P,Лимузин для свадеб были белыми с яркими розовыми бантами.,"[0.0005839230725541711, 0.0014361682115122676, 0.0033511214423924685, 0.003770560258999467, 0.012476679868996143, 0.008062961511313915, 0.0003665005206130445, 0.002069131936877966, 0.00016955773753579706, 0.0006387010216712952, 0.0012984010390937328, 0.00038654336822219193]","[0.0013638045638799667, 0.0038332741241902113, 0.003288920968770981, 0.008768200874328613, 0.004267938435077667, 0.009963998571038246, 0.0012170800473541021, 0.0007818143349140882, 0.002716394839808345, 0.0017264514463022351, 0.003181867767125368, 0.0027508961502462626]"
409,2,52,2,P,S,S,S_P-S,Лимузины для свадьбы был белым с яркими розовыми бантами.,"[0.0011322872014716268, 0.0017984717851504683, 0.003722194815054536, 0.005155398044735193, 0.024427048861980438, 0.008927409537136555, 0.0011340298224240541, 0.0020415952894836664, 0.0009357798262499273, 0.0014091060729697347, 0.001916556037031114, 0.0013123489916324615]","[0.0032749692909419537, 0.002224226947873831, 0.0111565375700593, 0.011330329813063145, 0.012755690142512321, 0.01215765904635191, 0.004172858316451311, 0.003430968150496483, 0.001185972592793405, 0.006150768604129553, 0.0016621246468275785, 0.0029927126597613096]"
410,3,52,2,P,S,P,P_P-S,Лимузины для свадьбы были белыми с яркими розовыми бантами.,"[0.0004494624736253172, 0.003556870622560382, 0.0012366586597636342, 0.0076373559422791, 0.00942164659500122, 0.0037540739867836237, 0.0002917051606345922, 0.0019227791344746947, 0.0036853898782283068, 0.0004924259847030044, 0.0022319864947348833, 0.0010476928437128663]","[0.002313056029379368, 0.003681458067148924, 0.012727040797472, 0.01159453485161066, 0.009202728979289532, 0.005984467454254627, 0.0015226018149405718, 0.002487227786332369, 0.0017297076992690563, 0.003247470362111926, 0.004058952443301678, 0.004639872349798679]"
411,4,52,2,P,P,S,S_P-P,Лимузины для свадеб был белым с яркими розовыми бантами.,"[0.0014042169786989689, 0.002146523678675294, 0.00882619060575962, 0.005641542375087738, 0.019197648391127586, 0.010113436728715897, 0.00216226396150887, 0.001957816304638982, 0.0007491811993531883, 0.0027310808654874563, 0.0017917376244440675, 0.001222184393554926]","[0.0015919299330562353, 0.0038543178234249353, 0.0021285780239850283, 0.008192939683794975, 0.004278427921235561, 0.015960264950990677, 0.0034271804615855217, 0.0012005436001345515, 0.0014009046135470271, 0.001803049584850669, 0.0013095119502395391, 0.0032981352414935827]"
412,5,52,2,P,P,P,P_P-P,Лимузины для свадеб были белыми с яркими розовыми бантами.,"[0.0005718403845094144, 0.0036084300372749567, 0.0022037264425307512, 0.009788928553462029, 0.005201575346291065, 0.0038538314402103424, 0.0005122202564962208, 0.0015928702196106315, 0.0036374374758452177, 0.0007562183891423047, 0.002512294566258788, 0.001259836950339377]","[0.0012483533937484026, 0.006443573161959648, 0.00213451636955142, 0.013594597578048706, 0.002943039406090975, 0.005699637345969677, 0.0007762606255710125, 0.0005882084951736033, 0.0033555198460817337, 0.001040514325723052, 0.004101397003978491, 0.0052194735035300255]"
413,6,52,2,S,S,S,S_S-S,Лимузин для свадьбы был белым с яркими розовыми бантами.,"[0.0006536403670907021, 0.0026114387437701225, 0.002260790439322591, 0.010105501860380173, 0.01249716803431511, 0.004561567213386297, 0.0003909534134436399, 0.0022383187897503376, 0.0008320445194840431, 0.00034437852445989847, 0.001977902138605714, 0.0014419150538742542]","[0.0014566380996257067, 0.0017712260596454144, 0.009801081381738186, 0.014942139387130737, 0.007654483895748854, 0.006824840791523457, 0.0019196716602891684, 0.002270112046971917, 0.001679417910054326, 0.003134323749691248, 0.002662967424839735, 0.0036999175790697336]"
414,7,52,2,S,S,P,P_S-S,Лимузин для свадьбы были белыми с яркими розовыми бантами.,"[0.0003940948809031397, 0.001378663582727313, 0.0015756824286654592, 0.003349346574395895, 0.01595974899828434, 0.006862729322165251, 0.00017959316028282046, 0.0021059971768409014, 0.00017154967645183206, 0.0002856398932635784, 0.0015039455611258745, 0.00034867721842601895]","[0.0020639575086534023, 0.0016816211864352226, 0.011715749278664589, 0.006953682750463486, 0.009216798469424248, 0.007667510770261288, 0.0019895685836672783, 0.002222649287432432, 0.0009622976649552584, 0.003983667585998774, 0.002884992863982916, 0.0017814935417845845]"
415,8,52,2,S,P,S,S_S-P,Лимузин для свадеб был белым с яркими розовыми бантами.,"[0.0006902298773638904, 0.0030264623928815126, 0.0057683829218149185, 0.011865834705531597, 0.008081990294158459, 0.0044218553230166435, 0.0008626170456409454, 0.0018617338500916958, 0.0008503239369019866, 0.0006203836528584361, 0.0022983127273619175, 0.0018006013706326485]","[0.000556089507881552, 0.003306371858343482, 0.002107335487380624, 0.010797487571835518, 0.002681382931768894, 0.0058075967244803905, 0.0007774538826197386, 0.0003700534289237112, 0.002652036491781473, 0.0007074777968227863, 0.0028372127562761307, 0.0037538455799221992]"
416,1,53,2,P,S,S,S_P-S,Лозунги из листовки был придуман с целью привлечения внимания.,"[0.0040371655486524105, 0.0022083038929849863, 0.006728515028953552, 0.006890860851854086, 0.023466354236006737, 0.016421277076005936, 0.008122317492961884, 0.012286231853067875, 0.008120669052004814, 0.00564996711909771, 0.004824089352041483, 0.0047811116091907024]","[0.003925387281924486, 0.012907306663691998, 0.009162677451968193, 0.03511131554841995, 0.017957191914319992, 0.013282453641295433, 0.0070177181623876095, 0.0042519643902778625, 0.009744585491716862, 0.0184007715433836, 0.02060621976852417, 0.010210714302957058]"
417,2,53,2,P,S,P,P_P-S,Лозунги из листовки были придуманы с целью привлечения внимания.,"[0.00033984577748924494, 0.005173666402697563, 0.0045458050444722176, 0.013624532148241997, 0.010287507437169552, 0.0019182463875040412, 0.0009084565099328756, 0.004248244687914848, 0.01377664040774107, 0.00028318187105469406, 0.003676370717585087, 0.010707561857998371]","[0.00042355494224466383, 0.005012601148337126, 0.007420564070343971, 0.011740569025278091, 0.0049257888458669186, 0.002376071410253644, 0.0012672976590692997, 0.0013102339580655098, 0.0021281971130520105, 0.003517093136906624, 0.006124580278992653, 0.008270032703876495]"
418,3,53,2,P,P,S,S_P-P,Лозунги из листовок был придуман с целью привлечения внимания.,"[0.004810631740838289, 0.0015067191561684012, 0.005199533421546221, 0.005268065258860588, 0.03739694133400917, 0.01550371665507555, 0.007729457691311836, 0.011175132356584072, 0.007513599935919046, 0.0052530779503285885, 0.003968586679548025, 0.004706475418061018]","[0.007835198193788528, 0.007945514284074306, 0.005362437106668949, 0.023766282945871353, 0.0254304688423872, 0.023993637412786484, 0.00785407517105341, 0.009769417345523834, 0.015938645228743553, 0.009503167122602463, 0.018691210076212883, 0.018571101129055023]"
419,4,53,2,P,P,P,P_P-P,Лозунги из листовок были придуманы с целью привлечения внимания.,"[0.00035494883195497096, 0.003247392363846302, 0.0027524896431714296, 0.009062839671969414, 0.01268848218023777, 0.0016711747739464045, 0.0008763272780925035, 0.0036406703293323517, 0.010538328438997269, 0.00026431659352965653, 0.002283686539158225, 0.008133999072015285]","[0.0010240027913823724, 0.0035050332080572844, 0.0049901301972568035, 0.009744741953909397, 0.008513311855494976, 0.004515101667493582, 0.0014344403753057122, 0.002861454850062728, 0.005060367751866579, 0.0016015887958928943, 0.0035495322663336992, 0.013309456408023834]"
420,5,53,2,S,S,S,S_S-S,Лозунг из листовки был придуман с целью привлечения внимания.,"[0.0006216560141183436, 0.004176468588411808, 0.00485270656645298, 0.014440082013607025, 0.01834283210337162, 0.0025707597378641367, 0.0013031283160671592, 0.010218681767582893, 0.010113026946783066, 0.00033905019517987967, 0.0038917611818760633, 0.005542519968003035]","[0.0005784962559118867, 0.004534883424639702, 0.003566996194422245, 0.023127280175685883, 0.008295328356325626, 0.002693763468414545, 0.0010972958989441395, 0.001511391717940569, 0.005080282688140869, 0.004304841626435518, 0.007456336170434952, 0.0025942111387848854]"
421,6,53,2,S,S,P,P_S-S,Лозунг из листовки были придуманы с целью привлечения внимания.,"[0.0011908956803381443, 0.005491144955158234, 0.015394086949527264, 0.011039093136787415, 0.0299988966435194, 0.007944908924400806, 0.0018749957671388984, 0.008132659830152988, 0.0024709035642445087, 0.0007199381943792105, 0.0029652398079633713, 0.0035507602151483297]","[0.0010811962420120835, 0.015016916207969189, 0.009171146899461746, 0.020333126187324524, 0.015813251957297325, 0.009157301858067513, 0.0034693062771111727, 0.002615257166326046, 0.0027889488264918327, 0.005616385955363512, 0.008680970408022404, 0.015726247802376747]"
422,7,53,2,S,P,S,S_S-P,Лозунг из листовок был придуман с целью привлечения внимания.,"[0.0007468793774023652, 0.0034657944925129414, 0.00400918535888195, 0.01007365994155407, 0.027963995933532715, 0.0020034511107951403, 0.0013861615443602204, 0.010727109387516975, 0.009395242668688297, 0.00033403895213268697, 0.0025388598442077637, 0.004238865338265896]","[0.0004087729030288756, 0.004067291505634785, 0.00254968274384737, 0.01808963716030121, 0.00926341861486435, 0.002717760857194662, 0.0005075077060610056, 0.002274887403473258, 0.005364660173654556, 0.0018524283077567816, 0.007946529425680637, 0.0027458269614726305]"
423,8,53,2,S,P,P,P_S-P,Лозунг из листовок были придуманы с целью привлечения внимания.,"[0.0012653578305616975, 0.004371962044388056, 0.0101431580260396, 0.00902339443564415, 0.03089137375354767, 0.006973437499254942, 0.0015980630414560437, 0.007776420097798109, 0.0022545401006937027, 0.0007100272341631353, 0.001921861432492733, 0.0024661144707351923]","[0.0021112244576215744, 0.010948742739856243, 0.00694951182231307, 0.02175173908472061, 0.02548140287399292, 0.012995398603379726, 0.003543128492310643, 0.005181230138987303, 0.00605938071385026, 0.0030474469531327486, 0.00617689685896039, 0.023189151659607887]"
424,1,54,2,P,S,P,P_P-S,Массовки для съемки были набраны из числа местных студентов.,"[0.00045377726200968027, 0.004355411510914564, 0.00297208852134645, 0.00476194778457284, 0.005656698253005743, 0.0019721987191587687, 0.00015922651800792664, 0.0007380717433989048, 0.003724008798599243, 0.0009645079262554646, 0.001791485003195703, 0.013185876421630383]","[0.0007324853795580566, 0.007530526723712683, 0.008825385011732578, 0.01789124123752117, 0.0034356547985225916, 0.004399910103529692, 0.0004766346828546375, 0.002895096316933632, 0.004409400746226311, 0.00041518290527164936, 0.0016602976247668266, 0.0032995378132909536]"
425,2,54,2,P,P,S,S_P-P,Массовки для съемок была набрана из числа местных студентов.,"[0.0013937709154561162, 0.006982859224081039, 0.0069964793510735035, 0.0038109070155769587, 0.019805310294032097, 0.005285544786602259, 0.0007471744320355356, 0.0029857426416128874, 0.0027994324918836355, 0.005509907379746437, 0.006220659241080284, 0.021344086155295372]","[0.0012846144381910563, 0.006484029348939657, 0.002660839818418026, 0.014766153879463673, 0.00436059245839715, 0.008682900108397007, 0.0016062603099271655, 0.007377454545348883, 0.002823909977450967, 0.0006430504727177322, 0.0015806583687663078, 0.011566701345145702]"
426,3,54,2,P,P,P,P_P-P,Массовки для съемок были набраны из числа местных студентов.,"[0.0004907090333290398, 0.004702485166490078, 0.004147527273744345, 0.005170748103410006, 0.006083873566240072, 0.0029310293029993773, 0.0001985415001399815, 0.0008154015522450209, 0.004131386522203684, 0.0012192513095214963, 0.001980378059670329, 0.016625409945845604]","[0.0007988996221683919, 0.012348503805696964, 0.0037595247849822044, 0.027651643380522728, 0.002714904025197029, 0.004715241026133299, 0.0004073095915373415, 0.0022919371258467436, 0.005836265627294779, 0.0003159046755172312, 0.0021027391776442528, 0.007465224713087082]"
427,4,54,2,S,S,S,S_S-S,Массовка для съемки была набрана из числа местных студентов.,"[0.0002606933703646064, 0.005114445928484201, 0.006075449287891388, 0.007170972879976034, 0.00497427536174655, 0.0013195611536502838, 0.00032880110666155815, 0.0010207154555246234, 0.00798944104462862, 0.0007319475989788771, 0.0023023970425128937, 0.0124065475538373]","[0.0004886592505499721, 0.004882728215306997, 0.006999531295150518, 0.014653352089226246, 0.002752372296527028, 0.002991369692608714, 0.0004596939543262124, 0.003249354427680373, 0.005225852131843567, 0.0003206211840733886, 0.0014768518740311265, 0.005835322663187981]"
428,5,54,2,S,S,P,P_S-S,Массовка для съемки были набраны из числа местных студентов.,"[0.0022884916979819536, 0.005994569510221481, 0.0144096864387393, 0.007109733298420906, 0.013418345712125301, 0.0072252475656569, 0.0003173589357174933, 0.0014994445955380797, 0.00434229476377368, 0.0035915744956582785, 0.0026337411254644394, 0.008971928618848324]","[0.004227077588438988, 0.01319749653339386, 0.021567324176430702, 0.022044755518436432, 0.013180422596633434, 0.01895112730562687, 0.0026343881618231535, 0.006542593240737915, 0.006630090996623039, 0.0014437168138101697, 0.002686442108824849, 0.006001135800033808]"
429,6,54,2,S,P,S,S_S-P,Массовка для съемок была набрана из числа местных студентов.,"[0.0002829448785632849, 0.005787765607237816, 0.00644520903006196, 0.009687532670795918, 0.004529602359980345, 0.001766785979270935, 0.0003181615029461682, 0.0012195705203339458, 0.008548568934202194, 0.0009105989593081176, 0.002327022608369589, 0.014443433843553066]","[0.00037581552169285715, 0.004541729111224413, 0.0035384136717766523, 0.015706585720181465, 0.0017186960903927684, 0.0029041965026408434, 0.00030135674751363695, 0.002162225777283311, 0.004363980609923601, 0.00023135980882216245, 0.0011982826981693506, 0.007650934159755707]"
430,7,54,2,S,P,P,P_S-P,Массовка для съемок были набраны из числа местных студентов.,"[0.003017640905454755, 0.006721103098243475, 0.018435409292578697, 0.009110517799854279, 0.013831089250743389, 0.010787337087094784, 0.0004661305865738541, 0.002085935091599822, 0.005193663295358419, 0.0044935718178749084, 0.0029687341302633286, 0.010991501621901989]","[0.005453759804368019, 0.019317997619509697, 0.011824507266283035, 0.03746232017874718, 0.01249261200428009, 0.02327660657465458, 0.0029100917745381594, 0.007299692835658789, 0.00748170493170619, 0.0013740198919549584, 0.0029747362714260817, 0.011959172785282135]"
431,8,54,2,P,S,S,S_P-S,Массовки для съемки была набрана из числа местных студентов.,"[0.00134139449801296, 0.00729682482779026, 0.006880469154566526, 0.003545384621247649, 0.020501434803009033, 0.004031563177704811, 0.0007595871575176716, 0.0025508583057671785, 0.003141132416203618, 0.005181142129004002, 0.005922237411141396, 0.020878808572888374]","[0.0016510969726368785, 0.007544259075075388, 0.004842675756663084, 0.014432857744395733, 0.006729480344802141, 0.008187834173440933, 0.0022270691115409136, 0.009170645847916603, 0.0035140395630151033, 0.0008248362573795021, 0.002385721541941166, 0.00925688911229372]"
432,1,55,2,P,P,S,S_P-P,Материалы для крыш был бракованным из-за нарушения режима хранения.,"[0.002991677029058337, 0.007155229803174734, 0.03320831432938576, 0.02105662412941456, 0.0396319217979908, 0.01509528886526823, 0.0033447009045630693, 0.004973891191184521, 0.007528845686465502, 0.013907760381698608, 0.006234670057892799, 0.005988903809338808]","[0.0024307554122060537, 0.00314933224581182, 0.007773511111736298, 0.005123283248394728, 0.014502347446978092, 0.008926644921302795, 0.002659993013367057, 0.0023054794874042273, 0.0008787724655121565, 0.005534373223781586, 0.0021788158919662237, 0.0010802206816151738]"
433,2,55,2,P,P,P,P_P-P,Материалы для крыш были бракованными из-за нарушения режима хранения.,"[0.0009323692065663636, 0.015125866048038006, 0.004934646189212799, 0.037689074873924255, 0.01279259193688631, 0.0022424005437642336, 0.0004937391495332122, 0.0010579864028841257, 0.010444603860378265, 0.003420671448111534, 0.006073497235774994, 0.00673685735091567]","[0.0006631049327552319, 0.0029077527578920126, 0.005340933799743652, 0.0047944942489266396, 0.007929341867566109, 0.0015719222137704492, 0.0004149175656493753, 0.0006964273634366691, 0.0025463902857154608, 0.001710901502519846, 0.0006028632633388042, 0.0016479864716529846]"
434,3,55,2,S,S,S,S_S-S,Материал для крыши был бракованным из-за нарушения режима хранения.,"[0.0003372951177880168, 0.008965869434177876, 0.013211426325142384, 0.03542837128043175, 0.0033257880713790655, 0.0019177901558578014, 0.000261239503743127, 0.0007576398202218115, 0.008126236498355865, 0.001462928601540625, 0.006872391793876886, 0.00563461147248745]","[0.0006899813306517899, 0.0015849847113713622, 0.00828302837908268, 0.0035001228097826242, 0.0035686129704117775, 0.001694940496236086, 0.0008450155146420002, 0.0007368459482677281, 0.0016268203034996986, 0.00154871866106987, 0.000612752279266715, 0.0005404922994785011]"
435,4,55,2,S,S,P,P_S-S,Материал для крыши были бракованными из-за нарушения режима хранения.,"[0.0003310412575956434, 0.007750859018415213, 0.02816189080476761, 0.0210763867944479, 0.005835473071783781, 0.002709985012188554, 0.0001522007369203493, 0.0007450194680131972, 0.0057471636682748795, 0.0014949917094781995, 0.00468516256660223, 0.0029140322003513575]","[0.0005556229152716696, 0.002456012414768338, 0.009557865560054779, 0.004416027572005987, 0.0035362744238227606, 0.0020085482392460108, 0.0009807447204366326, 0.0008623952162452042, 0.0015124269993975759, 0.0013687843456864357, 0.0004209797189105302, 0.0006591524579562247]"
