,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,subj_attention,obj_attention
432,1,55,2,P,P,S,S_P-P,Материалы для крыш был бракованным из-за нарушения режима хранения.,"[0.035077184438705444, 0.007761407643556595, 0.012648305855691433, 0.03449806198477745, 0.035170480608940125, 0.07105948776006699, 0.025459954515099525, 0.012826810590922832, 0.009740358218550682, 0.006896143313497305, 0.007591024972498417, 0.008526420220732689]","[0.009615943767130375, 0.0006676188204437494, 0.008188621141016483, 0.0024242855142802, 0.027360687032341957, 0.016443388536572456, 0.005473250523209572, 0.0015925276093184948, 0.000791735015809536, 0.023632368072867393, 0.0008330745622515678, 0.0016385200433433056]"
433,2,55,2,P,P,P,P_P-P,Материалы для крыш были бракованными из-за нарушения режима хранения.,"[0.03742756322026253, 0.009601118974387646, 0.012322211638092995, 0.0320039801299572, 0.0303913913667202, 0.0701138973236084, 0.0309160016477108, 0.014045451767742634, 0.014360935427248478, 0.008624130859971046, 0.013259369879961014, 0.0130230151116848]","[0.013633963651955128, 0.0016660020919516683, 0.009530927054584026, 0.003921952564269304, 0.027989616617560387, 0.017994562163949013, 0.006222933530807495, 0.0017112925415858626, 0.0015231104334816337, 0.01782125048339367, 0.001556079718284309, 0.003554750932380557]"
434,3,55,2,S,S,S,S_S-S,Материал для крыши был бракованным из-за нарушения режима хранения.,"[0.010478575713932514, 0.0007249717018567026, 0.024156592786312103, 0.007922648452222347, 0.011854792945086956, 0.051600247621536255, 0.006728312000632286, 0.006024586036801338, 0.0012586729135364294, 0.022138196974992752, 0.002193762920796871, 0.0015995355788618326]","[0.009930546395480633, 0.0004613446071743965, 0.004938736092299223, 0.0015192170394584537, 0.018810808658599854, 0.011543970555067062, 0.002633765572682023, 0.0011920712422579527, 0.0009807068854570389, 0.011524590663611889, 0.0009572775452397764, 0.0007313599344342947]"
435,4,55,2,S,S,P,P_S-S,Материал для крыши были бракованными из-за нарушения режима хранения.,"[0.008574847131967545, 0.0004659755795728415, 0.01957167685031891, 0.004289485048502684, 0.008161824196577072, 0.04169217497110367, 0.002395534422248602, 0.003993240650743246, 0.0009401685674674809, 0.013251143507659435, 0.001373273553326726, 0.0010190358152613044]","[0.010484089143574238, 0.0005999042186886072, 0.005295728798955679, 0.0013607788132503629, 0.01473208237439394, 0.010284473188221455, 0.0015703230164945126, 0.0011767249088734388, 0.0007272348157130182, 0.008626674301922321, 0.0004900586209259927, 0.0005767389084212482]"
436,5,55,2,S,P,S,S_S-P,Материал для крыш был бракованным из-за нарушения режима хранения.,"[0.009738245978951454, 0.0007336817216128111, 0.02064952440559864, 0.007539945654571056, 0.010092250071465969, 0.04092210531234741, 0.006120770704001188, 0.005133973900228739, 0.0012859764974564314, 0.02030533365905285, 0.0022612952161580324, 0.0016081533394753933]","[0.005497954785823822, 0.0004995487979613245, 0.005135561805218458, 0.001865536905825138, 0.014449842274188995, 0.015134667046368122, 0.002493432955816388, 0.0009277761564590037, 0.0006320020765997469, 0.01445688959211111, 0.0006777967209927738, 0.0009224819950759411]"
437,6,55,2,S,P,P,P_S-P,Материал для крыш были бракованными из-за нарушения режима хранения.,"[0.007818819023668766, 0.0005154975224286318, 0.017962900921702385, 0.004376108292490244, 0.008631682023406029, 0.0349615104496479, 0.00299822841770947, 0.0038848454132676125, 0.0011284443316981196, 0.012001706287264824, 0.0014233237598091364, 0.0012190842535346746]","[0.008377201855182648, 0.0010159261291846633, 0.006372062023729086, 0.0025268888566643, 0.014548568986356258, 0.013982728123664856, 0.002240163506940007, 0.0012713855830952525, 0.0009394145454280078, 0.011673976667225361, 0.0007935979519970715, 0.0017064173007383943]"
438,7,55,2,P,S,S,S_P-S,Материалы для крыши был бракованным из-за нарушения режима хранения.,"[0.03399154916405678, 0.008919835090637207, 0.015449939295649529, 0.033837661147117615, 0.041469357907772064, 0.10160385817289352, 0.028430411592125893, 0.01813415437936783, 0.010972071439027786, 0.008711135946214199, 0.007541465573012829, 0.009314063005149364]","[0.0158369317650795, 0.0005059005925431848, 0.007375920191407204, 0.0019361743470653892, 0.03067370504140854, 0.013291001319885254, 0.005048123188316822, 0.0017078431556001306, 0.000772411294747144, 0.01967720128595829, 0.001033501117490232, 0.0010513736633583903]"
439,8,55,2,P,S,P,P_P-S,Материалы для крыши были бракованными из-за нарушения режима хранения.,"[0.0328223742544651, 0.009693583473563194, 0.01568971946835518, 0.031655408442020416, 0.028673561289906502, 0.08102212846279144, 0.02918875217437744, 0.01699434593319893, 0.015471626073122025, 0.007912484928965569, 0.013810270465910435, 0.013733509927988052]","[0.023902468383312225, 0.001059657079167664, 0.009446919895708561, 0.0023689798545092344, 0.029784440994262695, 0.015676939859986305, 0.005364475771784782, 0.0017486083088442683, 0.0010776101844385266, 0.015441817231476307, 0.0014654143014922738, 0.0014297020388767123]"
440,1,56,2,P,P,P,P_P-P,Моторы для лодок были заказаны с учётом пожеланий рыбаков.,"[0.012739437632262707, 0.002508247271180153, 0.0080223074182868, 0.009210639633238316, 0.01968073658645153, 0.049259334802627563, 0.018722761422395706, 0.007048942614346743, 0.0036450254265218973, 0.011965930461883545, 0.002916855737566948, 0.008039283566176891]","[0.019674766808748245, 0.002240042667835951, 0.0027715079486370087, 0.004689858760684729, 0.01210915669798851, 0.0056243836879730225, 0.013551066629588604, 0.008559761568903923, 0.002548312535509467, 0.005821573548018932, 0.001407521078363061, 0.006417959462851286]"
441,2,56,2,S,S,S,S_S-S,Мотор для лодки был заказан с учётом пожеланий рыбаков.,"[0.009404851123690605, 0.00208237930200994, 0.004485879559069872, 0.006418927107006311, 0.032043687999248505, 0.040160756558179855, 0.010009294375777245, 0.013597726821899414, 0.0023185769096016884, 0.0019635320641100407, 0.0029294381383806467, 0.003736079903319478]","[0.0338301844894886, 0.0008916225051507354, 0.0017206568736582994, 0.0028916611336171627, 0.01469431258738041, 0.0046695987693965435, 0.008879082277417183, 0.009255737066268921, 0.002122282050549984, 0.00500901322811842, 0.0012126341462135315, 0.003489335533231497]"
442,3,56,2,S,S,P,P_S-S,Мотор для лодки были заказаны с учётом пожеланий рыбаков.,"[0.010199076496064663, 0.000789868994615972, 0.004336031153798103, 0.002080645877867937, 0.015815412625670433, 0.023427827283740044, 0.00875353254377842, 0.006047598551958799, 0.0006724311388097703, 0.0012026818003505468, 0.001006636070087552, 0.002247386146336794]","[0.0325637012720108, 0.0005017371149733663, 0.0019610081799328327, 0.0016890530241653323, 0.010886703617870808, 0.003475281409919262, 0.00962769240140915, 0.01254521869122982, 0.0007406743243336678, 0.004575554747134447, 0.0006159738986752927, 0.0026893918402493]"
443,4,56,2,S,P,S,S_S-P,Мотор для лодок был заказан с учётом пожеланий рыбаков.,"[0.019423149526119232, 0.0025857901200652122, 0.006910998839884996, 0.010023561306297779, 0.03694130480289459, 0.04175732284784317, 0.018040236085653305, 0.01613629423081875, 0.002786235883831978, 0.002835206687450409, 0.004121823236346245, 0.006294327788054943]","[0.021703476086258888, 0.0013420028844848275, 0.0023277481086552143, 0.0038022841326892376, 0.008754709735512733, 0.00535934092476964, 0.009163866750895977, 0.006060825195163488, 0.002656484954059124, 0.005316285882145166, 0.0011153172235935926, 0.002507495693862438]"
444,5,56,2,S,P,P,P_S-P,Мотор для лодок были заказаны с учётом пожеланий рыбаков.,"[0.015805885195732117, 0.0010621288092806935, 0.006684614345431328, 0.003536411328241229, 0.022359907627105713, 0.02772378921508789, 0.016306329518556595, 0.009490310214459896, 0.000826285919174552, 0.002227244433015585, 0.001485798740759492, 0.0035548547748476267]","[0.030434999614953995, 0.001297232462093234, 0.0032347748056054115, 0.0033985094632953405, 0.011814555153250694, 0.00521517638117075, 0.010904068127274513, 0.010095292702317238, 0.0012917635031044483, 0.0063829561695456505, 0.0009368750615976751, 0.004068172536790371]"
445,6,56,2,P,S,S,S_P-S,Моторы для лодки был заказан с учётом пожеланий рыбаков.,"[0.006626134738326073, 0.0006919766892679036, 0.004240553360432386, 0.003647690871730447, 0.012387171387672424, 0.03276636824011803, 0.008188114501535892, 0.004726358689367771, 0.0010897658066824079, 0.005291212350130081, 0.0014471388421952724, 0.0019522003130987287]","[0.021323371678590775, 0.0004240768030285835, 0.001673698192462325, 0.0025861230678856373, 0.013832272961735725, 0.003489677794277668, 0.014344790019094944, 0.0076217385940253735, 0.0010087444679811597, 0.00534803094342351, 0.0007496878388337791, 0.002682683290913701]"
446,7,56,2,P,S,P,P_P-S,Моторы для лодки были заказаны с учётом пожеланий рыбаков.,"[0.0072091445326805115, 0.0018410732736811042, 0.005719400942325592, 0.005857193376868963, 0.01546358224004507, 0.046308573335409164, 0.011121626012027264, 0.005610188469290733, 0.0030921620782464743, 0.007536897901445627, 0.002216303488239646, 0.004572443198412657]","[0.026609797030687332, 0.0007827114313840866, 0.001981627894565463, 0.0025692316703498363, 0.013853481970727444, 0.004502199124544859, 0.014021895825862885, 0.014564532786607742, 0.0012299740919843316, 0.005602073855698109, 0.0007413792191073298, 0.004070167895406485]"
447,8,56,2,P,P,S,S_P-P,Моторы для лодок был заказан с учётом пожеланий рыбаков.,"[0.012325254268944263, 0.0007804213091731071, 0.005719669163227081, 0.004495153669267893, 0.013860917650163174, 0.031164342537522316, 0.012704473920166492, 0.005429605022072792, 0.001144996378570795, 0.0053678168915212154, 0.0017741890624165535, 0.0033445057924836874]","[0.01496413629502058, 0.0009141068439930677, 0.002215977758169174, 0.003051785286515951, 0.008759355172514915, 0.003968189936131239, 0.01284841913729906, 0.00507699977606535, 0.001663049915805459, 0.005129025783389807, 0.0009480573353357613, 0.003150736214593053]"
448,1,57,2,S,S,S,S_S-S,Мяч для игры был разработан для детских дошкольных учреждений.,"[0.01608394831418991, 0.0010391370160505176, 0.021727563813328743, 0.007360191084444523, 0.019213709980249405, 0.048044346272945404, 0.01954919472336769, 0.01100783608853817, 0.0016002928605303168, 0.005575255490839481, 0.0012726390268653631, 0.0011348577681928873]","[0.02203226462006569, 0.004064529202878475, 0.01583840325474739, 0.02130241133272648, 0.0036737951450049877, 0.012913079932332039, 0.021749433130025864, 0.013931903056800365, 0.005065680015832186, 0.011674327775835991, 0.0032432619482278824, 0.004040895029902458]"
449,2,57,2,S,S,P,P_S-S,Мяч для игры были разработаны для детских дошкольных учреждений.,"[0.020918797701597214, 0.0007076788460835814, 0.03424251079559326, 0.004630626179277897, 0.021654512733221054, 0.052095163613557816, 0.019065912812948227, 0.013082705438137054, 0.0005033806664869189, 0.007286463864147663, 0.0005642009782604873, 0.000927312474232167]","[0.021915171295404434, 0.004472303669899702, 0.013146561570465565, 0.021529585123062134, 0.004114298149943352, 0.011703548021614552, 0.01898166351020336, 0.012114616110920906, 0.004056354984641075, 0.018047315999865532, 0.0016888255486264825, 0.0029639482963830233]"
450,3,57,2,S,P,S,S_S-P,Мяч для игр был разработан для детских дошкольных учреждений.,"[0.02480660378932953, 0.0011579616693779826, 0.020944839343428612, 0.00972914882004261, 0.024762285873293877, 0.05057736486196518, 0.02950763702392578, 0.014700044877827168, 0.0023371626157313585, 0.006881891284137964, 0.0022326051257550716, 0.0016128376591950655]","[0.01468988973647356, 0.0021919801365584135, 0.010278390720486641, 0.015649838373064995, 0.003493464784696698, 0.008374655619263649, 0.019590873271226883, 0.006921327672898769, 0.004227201454341412, 0.00578321935608983, 0.0022160501684993505, 0.0023810858838260174]"
451,4,57,2,S,P,P,P_S-P,Мяч для игр были разработаны для детских дошкольных учреждений.,"[0.031148666515946388, 0.0007428358658216894, 0.039202217012643814, 0.005107687320560217, 0.027845945209264755, 0.06437506526708603, 0.027016615495085716, 0.026273373514413834, 0.0005826328997500241, 0.009422468952834606, 0.0006765599828213453, 0.0012724988628178835]","[0.019662542268633842, 0.0036036348901689053, 0.009617621079087257, 0.017091332003474236, 0.005022282712161541, 0.01045504491776228, 0.01854139193892479, 0.007523391395807266, 0.00753903528675437, 0.008018450811505318, 0.0021852946374565363, 0.005749403033405542]"
452,5,57,2,P,S,S,S_P-S,Мячи для игры был разработан для детских дошкольных учреждений.,"[0.008721096441149712, 0.0008058685343712568, 0.01800457574427128, 0.003142482368275523, 0.009058624505996704, 0.06737097352743149, 0.013416970148682594, 0.006734216585755348, 0.0005301792407408357, 0.015075304545462132, 0.0005409829900600016, 0.0005086034652777016]","[0.02238234505057335, 0.002044679131358862, 0.009484577924013138, 0.016757015138864517, 0.004294073674827814, 0.01248994655907154, 0.023687418550252914, 0.01442582905292511, 0.002651629503816366, 0.015885600820183754, 0.001803368330001831, 0.0017185762990266085]"
453,6,57,2,P,S,P,P_P-S,Мячи для игры были разработаны для детских дошкольных учреждений.,"[0.009845608845353127, 0.001825967337936163, 0.018910374492406845, 0.003507244633510709, 0.013212601654231548, 0.0560494102537632, 0.015269642695784569, 0.008947125636041164, 0.0009656077600084245, 0.01733466051518917, 0.0008724090876057744, 0.0011973900254815817]","[0.019031556323170662, 0.003887218190357089, 0.007013413123786449, 0.015031439252197742, 0.003999760840088129, 0.01052283588796854, 0.0207541361451149, 0.01746230199933052, 0.0018019687850028276, 0.020687365904450417, 0.0011208858340978622, 0.001493068179115653]"
454,7,57,2,P,P,S,S_P-P,Мячи для игр был разработан для детских дошкольных учреждений.,"[0.014117339625954628, 0.0006899255095049739, 0.01754177361726761, 0.0038324163760989904, 0.013164028525352478, 0.07018501311540604, 0.01902731880545616, 0.009142485447227955, 0.000572908902540803, 0.015133644454181194, 0.0006267607095651329, 0.0005466339644044638]","[0.01909574493765831, 0.0020832251757383347, 0.010817247442901134, 0.019079208374023438, 0.004663047846406698, 0.012710344977676868, 0.025099363178014755, 0.009190619923174381, 0.0036364723928272724, 0.009616244584321976, 0.0021452356595546007, 0.002323462162166834]"
455,8,57,2,P,P,P,P_P-P,Мячи для игр были разработаны для детских дошкольных учреждений.,"[0.013103228062391281, 0.0014556319219991565, 0.01830224320292473, 0.0034370338544249535, 0.01724213920533657, 0.056326206773519516, 0.020292524248361588, 0.009998645633459091, 0.0013907398097217083, 0.017809513956308365, 0.0008851268794387579, 0.0011369922431185842]","[0.015241755172610283, 0.003577813971787691, 0.00886534620076418, 0.019675487652420998, 0.00402858667075634, 0.009600328281521797, 0.020722346380352974, 0.010201049037277699, 0.00622153002768755, 0.0077193803153932095, 0.002032126300036907, 0.003952593542635441]"
456,1,58,2,S,S,P,P_S-S,Перелом из-за падения были тяжелыми из-за преклонного возраста альпиниста.,"[0.10737057030200958, 0.0020980408880859613, 0.04123703017830849, 0.01964523456990719, 0.06548409163951874, 0.03178953751921654, 0.019162390381097794, 0.04379168897867203, 0.000595565652474761, 0.015999356284737587, 0.002296254737302661, 0.006299247033894062]","[0.0123094841837883, 0.0007036639144644141, 0.008868107572197914, 0.00214609713293612, 0.009318468160927296, 0.008079944178462029, 0.009068423882126808, 0.0034171100705862045, 0.00036802777322009206, 0.009826482273638248, 0.0007133800536394119, 0.0008208166691474617]"
457,2,58,2,S,P,S,S_S-P,Перелом из-за падений был тяжелым из-за преклонного возраста альпиниста.,"[0.13590946793556213, 0.0016163623658940196, 0.04856009781360626, 0.02894255518913269, 0.09395243227481842, 0.03519158810377121, 0.039478790014982224, 0.03760034963488579, 0.00110854662489146, 0.013911486603319645, 0.0019666787702590227, 0.002600324572995305]","[0.005749099887907505, 0.00022608382278122008, 0.006479029543697834, 0.0008233558037318289, 0.0017172761727124453, 0.005142585374414921, 0.002431944478303194, 0.0012754430063068867, 0.00022320558491628617, 0.0030628873500972986, 0.0001595205394551158, 9.569011308485642e-05]"
458,3,58,2,S,P,P,P_S-P,Перелом из-за падений были тяжелыми из-за преклонного возраста альпиниста.,"[0.1163170337677002, 0.0026108515448868275, 0.04672869294881821, 0.020974120125174522, 0.07917336374521255, 0.04188906028866768, 0.025042209774255753, 0.06497130542993546, 0.0005896332440897822, 0.021560311317443848, 0.0029453295283019543, 0.006667485926300287]","[0.016907712444663048, 0.0012751392787322402, 0.008786000311374664, 0.002434177789837122, 0.011374836787581444, 0.00738122034817934, 0.007424111478030682, 0.0031151094008237123, 0.0004996870411559939, 0.006789323873817921, 0.0012870992068201303, 0.0009694498730823398]"
459,4,58,2,P,S,S,S_P-S,Переломы из-за падения был тяжелым из-за преклонного возраста альпиниста.,"[0.03313440456986427, 0.004631437361240387, 0.021867454051971436, 0.0147903086617589, 0.03303958848118782, 0.017475994303822517, 0.04780692234635353, 0.026065317913889885, 0.002125461818650365, 0.019059186801314354, 0.005039462354034185, 0.009536570869386196]","[0.025896109640598297, 0.0007652409258298576, 0.00712006026878953, 0.0015727435238659382, 0.006527283228933811, 0.006238065659999847, 0.017884116619825363, 0.0020908783189952374, 0.0005966202588751912, 0.006195757072418928, 0.000771338352933526, 0.0002563726739026606]"
460,5,58,2,P,S,P,P_P-S,Переломы из-за падения были тяжелыми из-за преклонного возраста альпиниста.,"[0.05665262043476105, 0.004496805835515261, 0.03239819407463074, 0.021953877061605453, 0.03192713484168053, 0.02305881306529045, 0.02263546921312809, 0.02714768797159195, 0.0029713313560932875, 0.022120719775557518, 0.005355853121727705, 0.012516379356384277]","[0.013369766063988209, 0.00038354177377186716, 0.005913520697504282, 0.0011914859060198069, 0.004026114474982023, 0.004856344312429428, 0.005485498812049627, 0.0015658397460356355, 0.0002725207305047661, 0.0040523274801671505, 0.00020708536612801254, 0.00024140221648849547]"
461,6,58,2,P,P,S,S_P-P,Переломы из-за падений был тяжелым из-за преклонного возраста альпиниста.,"[0.03732925280928612, 0.0044374591670930386, 0.022035837173461914, 0.01661042496562004, 0.03249281272292137, 0.01606656052172184, 0.045451778918504715, 0.02115323208272457, 0.0023562414571642876, 0.021318478509783745, 0.005832185968756676, 0.008879917673766613]","[0.0067739589139819145, 0.0003448911302257329, 0.005082284100353718, 0.0006919953739270568, 0.0026080601383000612, 0.004092466086149216, 0.006146611645817757, 0.0007717570406384766, 0.00025548937264829874, 0.0036663867067545652, 0.00038426046376116574, 0.00014747859677299857]"
462,7,58,2,P,P,P,P_P-P,Переломы из-за падений были тяжелыми из-за преклонного возраста альпиниста.,"[0.06765592843294144, 0.004590578842908144, 0.031691525131464005, 0.024109235033392906, 0.03729933500289917, 0.02639555186033249, 0.025048891082406044, 0.026337025687098503, 0.003236716380342841, 0.021958056837320328, 0.005813710857182741, 0.012510254979133606]","[0.010948069393634796, 0.0004421281046234071, 0.00536244036629796, 0.0008432470494881272, 0.004482747055590153, 0.004103048704564571, 0.0035825204104185104, 0.0010528373531997204, 0.00031672563636675477, 0.002930846530944109, 0.0002587467897683382, 0.0002653177361935377]"
463,8,58,2,S,S,S,S_S-S,Перелом из-за падения был тяжелым из-за преклонного возраста альпиниста.,"[0.11645418405532837, 0.0013394393026828766, 0.038646284490823746, 0.020383544266223907, 0.07767702639102936, 0.025534581393003464, 0.033080946654081345, 0.029079021885991096, 0.0008027280564419925, 0.009634759277105331, 0.0013406197540462017, 0.001912402454763651]","[0.021383879706263542, 0.0006982367485761642, 0.009258276782929897, 0.0018808719469234347, 0.005784125998616219, 0.0074072242714464664, 0.010593714192509651, 0.003481057472527027, 0.0006736390641890466, 0.006733224727213383, 0.00034828734351322055, 0.00019907462410628796]"
464,1,59,2,S,P,S,S_S-P,Пристань для яхт была мокрой из-за высоких штормовых волн.,"[0.04220990091562271, 0.00026043172692880034, 0.03245674818754196, 0.03525492176413536, 0.05208231508731842, 0.04173921421170235, 0.019761092960834503, 0.008845129050314426, 0.0017278565792366862, 0.007764436304569244, 0.00017499711248092353, 0.0025793660897761583]","[0.020485999062657356, 0.00012682948727160692, 0.021068977192044258, 0.005633528809994459, 0.0027275809552520514, 0.012051193974912167, 0.01207453478127718, 0.003426705487072468, 0.0006363515858538449, 0.011808780953288078, 3.4687887819018215e-05, 0.0003001922741532326]"
465,2,59,2,S,P,P,P_S-P,Пристань для яхт были мокрыми из-за высоких штормовых волн.,"[0.04820702224969864, 0.0006577552994713187, 0.06555246561765671, 0.023138750344514847, 0.08675408363342285, 0.05100897699594498, 0.025193369016051292, 0.009912197478115559, 0.0009222609223797917, 0.02038564719259739, 0.0006059786537662148, 0.002209651516750455]","[0.019252389669418335, 0.00023519092064816505, 0.02007872238755226, 0.0019415018614381552, 0.0037731672637164593, 0.01318303681910038, 0.017633330076932907, 0.002227777149528265, 0.000517645908985287, 0.0127250449731946, 8.051720215007663e-05, 0.0005517567042261362]"
466,3,59,2,P,S,S,S_P-S,Пристани для яхты была мокрой из-за высоких штормовых волн.,"[0.02611246518790722, 0.0005169955547899008, 0.02188541740179062, 0.012044339440762997, 0.013251270167529583, 0.038083259016275406, 0.011964164674282074, 0.002217118628323078, 0.000606546935159713, 0.011732175946235657, 0.000247898482484743, 0.0014998010592535138]","[0.012298587709665298, 0.0004035911988466978, 0.015158499591052532, 0.005564913619309664, 0.0016388576477766037, 0.010396775789558887, 0.012235772795975208, 0.002766193123534322, 0.0009344191639684141, 0.020837927237153053, 0.0002056348166661337, 0.0008405853877775371]"
467,4,59,2,P,S,P,P_P-S,Пристани для яхты были мокрыми из-за высоких штормовых волн.,"[0.020682621747255325, 0.00037722275010310113, 0.02042478695511818, 0.004356011748313904, 0.03192668408155441, 0.032674990594387054, 0.017216457054018974, 0.0017053427873179317, 0.0003416022227611393, 0.013222799636423588, 0.00023081911785993725, 0.0022388214711099863]","[0.010225486941635609, 0.0002576198894530535, 0.021050913259387016, 0.0018380212131887674, 0.003485975321382284, 0.012593197636306286, 0.010953989811241627, 0.0022613927721977234, 0.00019131810404360294, 0.014494063332676888, 0.0001493304589530453, 0.00047696425463072956]"
468,5,59,2,P,P,S,S_P-P,Пристани для яхт была мокрой из-за высоких штормовых волн.,"[0.02929736115038395, 0.0004662818682845682, 0.019709236919879913, 0.010961457155644894, 0.011585839092731476, 0.030684160068631172, 0.0133132329210639, 0.0018142807530239224, 0.0006390723865479231, 0.012366565875709057, 0.00023719226010143757, 0.0011868238216266036]","[0.01595171168446541, 0.00021238024055492133, 0.02026928961277008, 0.004399358294904232, 0.002422996098175645, 0.013380099087953568, 0.013632283546030521, 0.0020675440318882465, 0.0011268211528658867, 0.009103646501898766, 6.109280366217718e-05, 0.00034276643418706954]"
469,6,59,2,P,P,P,P_P-P,Пристани для яхт были мокрыми из-за высоких штормовых волн.,"[0.025517629459500313, 0.0003637162153609097, 0.02174900844693184, 0.00369584490545094, 0.03419770300388336, 0.02901340276002884, 0.02371608093380928, 0.0017189981881529093, 0.00041653457446955144, 0.016792846843600273, 0.00023567747848574072, 0.0015952500980347395]","[0.01926606148481369, 0.00018951160018332303, 0.024007143452763557, 0.0020362671930342913, 0.007210841868072748, 0.016894802451133728, 0.01768919825553894, 0.0026709288358688354, 0.0003801422717515379, 0.009512601420283318, 9.770633187144995e-05, 0.0005172345554456115]"
470,7,59,2,S,S,S,S_S-S,Пристань для яхты была мокрой из-за высоких штормовых волн.,"[0.040162988007068634, 0.0003386783064343035, 0.034672629088163376, 0.03531713783740997, 0.05368449166417122, 0.05015849694609642, 0.017130084335803986, 0.008820900693535805, 0.0013344904873520136, 0.009048382751643658, 0.00018605020886752754, 0.002277377061545849]","[0.012315649539232254, 0.0003754267527256161, 0.01585264503955841, 0.005595739930868149, 0.0016907415119931102, 0.010360867716372013, 0.008804227225482464, 0.0035197485703974962, 0.0007370954263024032, 0.03285275772213936, 0.00014002446550875902, 0.0010470865527167916]"
471,8,59,2,S,S,P,P_S-S,Пристань для яхты были мокрыми из-за высоких штормовых волн.,"[0.04185876250267029, 0.0005425476701930165, 0.06091953441500664, 0.024921536445617676, 0.07608877867460251, 0.05233501270413399, 0.020033637061715126, 0.007474707905203104, 0.0006554987630806863, 0.015751156955957413, 0.0006477448623627424, 0.001971350284293294]","[0.007165640592575073, 0.00033390262979082763, 0.016978388652205467, 0.001602204400114715, 0.0015336814103648067, 0.01139433216303587, 0.008512758649885654, 0.002159059513360262, 0.0003414891834836453, 0.03188025578856468, 0.0001542912214063108, 0.0005306836683303118]"
472,1,60,2,S,P,P,P_S-P,Пропуск из-за травм были согласованы с главным врачом команды.,"[0.027655333280563354, 0.0008831036975607276, 0.034953005611896515, 0.005120300222188234, 0.01626460626721382, 0.05181959271430969, 0.019114676862955093, 0.007605849299579859, 0.0009465123293921351, 0.0034546717070043087, 0.00026569265173748136, 0.0007402009214274585]","[0.001874233945272863, 0.00014793677837587893, 0.011283984407782555, 0.0010249657789245248, 0.0024691850412636995, 0.0023036550264805555, 0.0030969639774411917, 0.000566901289857924, 0.0003939699090551585, 0.0008602797170169652, 0.0003552435664460063, 0.0004603718698490411]"
473,2,60,2,P,S,S,S_P-S,Пропуски из-за травмы был согласован с главным врачом команды.,"[0.039256732910871506, 0.0019121882505714893, 0.0331215038895607, 0.00926748476922512, 0.007537170313298702, 0.03801820054650307, 0.05167190358042717, 0.023380886763334274, 0.001978994579985738, 0.013722782954573631, 0.0013031885027885437, 0.0021470088977366686]","[0.003977165091782808, 0.00014176502008922398, 0.015701688826084137, 0.0010214794892817736, 0.0026227880734950304, 0.004459934309124947, 0.0038740059826523066, 0.0006414036033675075, 0.0002450341416988522, 0.0013448763638734818, 0.0001999789965339005, 0.0002836018684320152]"
474,3,60,2,P,S,P,P_P-S,Пропуски из-за травмы были согласованы с главным врачом команды.,"[0.014485513791441917, 0.0011422907700762153, 0.02169291116297245, 0.003952584229409695, 0.005546851083636284, 0.05286962911486626, 0.021823961287736893, 0.008946112357079983, 0.0018377612577751279, 0.025702176615595818, 0.0007418781169690192, 0.0010894181905314326]","[0.0036668782122433186, 0.00012130360119044781, 0.012080448679625988, 0.0008461317047476768, 0.003017617855221033, 0.0036110326182097197, 0.004845443181693554, 0.0009415472159162164, 0.00025652869953773916, 0.0012089679948985577, 0.00016749576025176793, 0.00022566126426681876]"
475,4,60,2,P,P,S,S_P-P,Пропуски из-за травм был согласован с главным врачом команды.,"[0.03717030584812164, 0.0019059354672208428, 0.03111068159341812, 0.009506430476903915, 0.008244696073234081, 0.03945409879088402, 0.04318411275744438, 0.023540198802947998, 0.0019413306144997478, 0.013571391813457012, 0.0016990222502499819, 0.0022467700764536858]","[0.00211947038769722, 0.00012138465535826981, 0.016779808327555656, 0.0008687555673532188, 0.0014607131015509367, 0.0032050868030637503, 0.004570199176669121, 0.0005016902578063309, 0.0002514086081646383, 0.0020024245604872704, 0.0002532268990762532, 0.0002557645784690976]"
476,5,60,2,P,P,P,P_P-P,Пропуски из-за травм были согласованы с главным врачом команды.,"[0.01222591008991003, 0.0011815893230959773, 0.02042456530034542, 0.0038357009179890156, 0.005579149350523949, 0.050639715045690536, 0.019855380058288574, 0.007978861220180988, 0.0018237471813336015, 0.01954342983663082, 0.0008963726577349007, 0.0011058758245781064]","[0.0018122810870409012, 0.00011434311454650015, 0.009628643281757832, 0.0008029772434383631, 0.001868235063739121, 0.0024296508636325598, 0.004197075497359037, 0.0007868400425650179, 0.000231858721235767, 0.0010687285102903843, 0.00022515268938150257, 0.00030236056772992015]"
477,6,60,2,S,S,S,S_S-S,Пропуск из-за травмы был согласован с главным врачом команды.,"[0.03503922373056412, 0.0009642057120800018, 0.05666779354214668, 0.010975454933941364, 0.013734927400946617, 0.05118275806307793, 0.0344458632171154, 0.012848109006881714, 0.0019254829967394471, 0.006220308598130941, 0.0010990004520863295, 0.0021955925039947033]","[0.002592366887256503, 8.30372518976219e-05, 0.007638039067387581, 0.0008225012570619583, 0.0025410300586372614, 0.004106379114091396, 0.003375555155798793, 0.0007867414387874305, 0.00033187962253578007, 0.0011512198252603412, 0.0003091200196649879, 0.00022941507631912827]"
